a: ə; e
abalone: ,æbə'loni
machine: məˈʃiːn
machinery: mə'ʃiːnəri
mackerel: 'mækrəl
mackintosh: 'mækɪntɒʃ
macrophage: 'mækrə'fedʒ
mad: mæd
madam: 'mædəm
madame: 'mædəm
madden: 'mæd(ə)n
magazine: mæɡəˈziːn
magenta: mə'dʒɛntə
magic: ˈmædʒɪk
magical: 'mædʒɪkl
magician: mə'dʒɪʃən
magistrate: 'mædʒɪstrət; -streɪt
maglev: 'mæglɛv
magma: 'mægmə
magnanimous: mæg'nænɪməs
magnate: 'mægneɪt
magnesium: mæg'nizɪrm
magnet: 'mægnət
magnetic: mæg'netɪk
magnetism: 'mægnə'tɪzəm
magnetize: 'mægnə'taɪz
magnetosphere: mæg'nitə,sfɪr
magnification: ,mæɡnɪfɪ'keʃən
magnificent: mæg'nɪfɪs(ə)nt
magnify: 'mægnɪfaɪ
magnitude: 'mægnɪtjuːd
maid: med
maiden: 'meɪd(ə)n
mail: meɪl
mailbox: 'mel'bɑks
maim: meɪm
main: meɪn
maine: mein
mainframe: 'menfrem
mainland: ˈmeɪnlənd
mainly: 'meɪnli
mainsheet: 'men,ʃit
mainstay: 'menste
mainstream: 'meɪnstriːm
maintain: meɪn'teɪn; mən'teɪn
maintenance: 'meɪnt(ə)nəns; -tɪn-
maize: meɪz
majestic: mə'dʒestɪk
majesty: 'mædʒəsti
major: 'meɪdʒə(r)
majority: mə'dʒɒrɪtɪ
make: meɪk
maker: 'mekɚ
makeshift: 'mek'ʃɪft
makeup: 'mek,ʌp
making: 'meɪkɪŋ
malaise: mə'lez
male: mel
malediction: ,mæli'dikʃən
malevolent: mə'levələnt
malfeasance: ,mæl'fizns
malfunction: ,mæl'fʌŋkʃən
malice: 'mælɪs
malicious: mə'lɪʃəs
malign: mə'laɪn
malignancy: mə'lɪɡnənsi
malignant: mə'lɪgnənt
malinger: mə'lɪŋgɚ
mall: mæl; mɔːl; mɒl
malleability: mˌæliəbˈɪləti
malleable: 'mælɪəb(ə)l
mallet: 'mælɪt
malnutrition: mælnjʊ'trɪʃ(ə)n
malodorous: ,mæl'odərəs
malt: mɔːlt
maltreat: mæl'triːt
mammal: 'mæm(ə)l
mammalian: mæˈmeɪlɪən
mammoth: 'mæməθ
man: mæn
manacle: 'mænək(ə)l
manage: ˈmænɪdʒ
manageable: 'mænɪdʒəbl
management: 'mænɪdʒmənt
manager: ˈmænɪdʒə(r)
managerial: ˌmænə'dʒɪəriəl
mandan: 'mændæn
mandarin: 'mændərɪn
mandate: 'mændeɪt
mandatory: 'mændət(ə)rɪ
mandible: 'mændɪbl
maneuver: mə'nʊvə
manganese: ,mæŋɡə'niz
manhattan: mæn'hæt(ə)n
mania: 'meɪnɪə
maniac: 'meɪnɪæk
manifest: 'mænɪfest
manifestation: 'mænəfɛ'steʃən
manifesto: ,mænɪ'fɛsto
manifold: 'mænɪfəʊld
manipulate: mə'nɪpjʊleɪt
manipulation: mə,nɪpjʊ'leʃən
manipulative: mə'nɪpjələtɪv
mankind: mæn'kaɪnd
manly: 'mænli
manner: 'mænɚ
mannerism: 'mænə'rɪzəm
manoeuvre: mə'nuːvə(r)
manometer: mə'nɑmətɚ
manor: 'mænə(r)
mansion: 'mænʃ(ə)n
mantel: mæntl
mantle: 'mænt(ə)l
manual: 'mænjʊ(ə)l
manufacture: mænjʊ'fæktʃə
manufacturer: ˌmænju'fæktʃərə(r)
manure: mə'njʊə
manuscript: 'mænjʊskrɪpt
many: 'mɛni
map: mæp
maple: 'mepl
mar: mɑː
maraca: məˈrækə
marathon: 'mærə,θɑn
marble: 'mɑːb(ə)l
march: mɑːtʃ
margin: 'mɑːdʒɪn
marginal: 'mɑːdʒɪn(ə)l
marginalize: 'mɑrdʒɪnəlaɪz
marginally: 'mɑːdʒɪnəli
marine: mə'riːn
mariner: 'mærɪnɚ
marital: 'mærɪt(ə)l
maritime: 'mærɪtaɪm
mark: mɑːk
marked: mɑrkt
markedly: 'ma:kidli
marker: 'mɑːkə(r)
market: ˈmɑːkɪt
marketable: 'mɑrkɪtəbl
marketplace: 'mɑːkɪtpleɪs
marlin: 'mɑrlɪn
maroon: mə'run
marriage: 'mærɪdʒ
married: 'mærɪd
marrow: 'mærəʊ
marry: ˈmærɪ
mars: mɑrz
marseille: ma:'seil
marsh: mɑːʃ
marshal: 'mɑrʃəl
marshland: 'mɑrʃlænd
marshy: 'mɑ:ʃi
marsupial: mɑː'suːpiəl
martial: 'mɑːʃ(ə)l
martian: 'mɑ:ʃən
martyr: 'mɑːtə
marvel: 'mɑːv(ə)l
marvellous: 'mɑːvələs
marvelous: ˈmɑːvələs
marvelously: mˈɑrvələsli
marxism: 'ma:ksizəm
marxist: 'mɑrksɪst
masculine: 'mæskjʊlɪn
maser: 'meizər
mask: mɑːsk
mason: 'mesn
masonry: 'mesənri
mass: mæs
massachusetts: mˌæsətʃˈusəts
massacre: 'mæsəkə
massif: mæ'sif
massive: 'mæsɪv
mast: mæst
master: 'mæstɚ
mastercard: 'maːstə(r)kaːd
mastermind: 'mæstəmaɪnd
masterpiece: 'mɑːstəpiːs
mastery: 'mɑːstəri
masthead: 'mæsthɛd
mastodon: 'mæstə,dɑn
mat: mæt
match: mætʃ
mate: meɪt
material: mə'tɪəriəl
materialism: mə'tɪrɪəlɪzəm
materialist: mə'tɪrɪəlɪst
materialistic: məˌtɪəriə'lɪstɪk
materialize: mə'tɪrɪəlaɪz
maternal: mə'tɜːn(ə)l
math: mæθ
mathematical: ,mæθə'mætɪkl
mathematician: ,mæθəmə'tɪʃən
mathematics: ,mæθə'mætɪks
maths: mæθs
matriarchy: 'metrɪɑrki
matrilinear: ,mætri'lini:ə
matrimony: 'mætrɪmənɪ
matrix: 'metrɪks
matron: 'metrən
matter: ˈmætə(r)
mattress: 'mætrəs
maturation: ,mætʃu'reʃən
mature: mə'tʃʊə
maturity: mə'tʃuərəti
maudlin: 'mɔdlɪn
maverick: 'mævərɪk
maw: mɔ
mawkish: 'mɔ:kiʃ
maximise: 'mæksɪmaɪz
maximize: 'mæksɪmaɪz
maximum: 'mæksɪməm
may: meɪ
maya: 'mɑːjə
maybe: ˈmeɪbiː
mayor: 'meɚ
maze: mez
me: miː, mɪ
meadow: 'medəʊ
meager: 'mi:ɡə
meagre: 'miːgə(r)
meal: miːl
mean: miːn
meander: mɪ'ændɚ
meaning: ˈmiːnɪŋ
meaningful: 'miːnɪŋfl
meaningless: 'minɪŋləs
means: miːnz
meantime: 'miːntaim
meanwhile: 'miːnwaɪl
measurable: 'mɛʒərəbl
measure: 'meʒə
measurement: 'mɛʒɚmənt
meat: miːt
meaty: 'miti
mechanic: mə'kænɪk
mechanical: mə'kænɪkl
mechanically: mɪ'kænɪkəli
mechanics: mə'kænɪks
mechanism: 'mek(ə)nɪz(ə)m
mechanization: ,mɛkənɪ'zeʃən
mechanize: 'mɛkənaɪz
medal: 'med(ə)l
meddle: 'med(ə)l
meddler: 'medlə
media: 'miːdɪə
median: 'midɪən
mediate: 'miːdɪeɪt
mediator: 'midɪetɚ
medical: 'medɪkl
medication: ˌmedɪ'keɪʃn
medicinal: mɪ'dɪsənəl
medicine: 'mɛdsn
medieval: ˌmediˈi:vl
mediocre: ,miːdɪ'əʊkə
mediocrity: ,mi:di'ɔkrəti, ,med-
meditate: 'medɪteɪt
meditation: ,mɛdɪ'teʃən
mediterranean: ˌmedɪtə'reɪniən
medium: 'miːdɪəm
medley: 'mɛdli
meek: miːk
meet: mit
meeting: ˈmiːtɪŋ
megacity: 'megəsɪti
megafossil: ˈmɛɡəˌfɑːsəl
megalopolis: ,mɛgə'lɑpəlɪs
megawatt: 'mɛɡəwɑt
melancholy: 'melənkəlɪ
melange: mˈɛlæŋ
melanin: 'mɛlənɪn
melatonin: ˌmelə'təunɪn
melee: 'mele
mellifluous: mɛ'lɪfluəs
mellow: 'mɛlo
melodic: mə'lɑdɪk
melodious: mɪ'ləʊdɪəs
melodrama: 'mɛlədrɑmə
melody: 'melədɪ
melon: ˈmelən
melt: melt
meltdown: 'mɛltdaʊn
meltwater: 'mɛlt,wɔtɚ
member: ˈmembə(r)
membership: 'membəʃɪp
membrane: 'mɛmbren
memo: 'mɛmo
memorable: 'memərəbl
memorandum: memə'rændəm
memorial: məˈmɔrɪəl
memorise: 'meməraɪz
memorize: 'mɛmə'raɪz
memory: ˈmemərɪ
menace: 'menəs
menacing: 'mɛnəsɪŋ
mend: mend
mendacious: men'deiʃəs
mendicant: 'mɛndɪkənt
mennonite: 'mɛnən,aɪt
mental: 'mentl
mentality: men'tælɪtɪ
mentally: 'mɛntli
mention: ˈmenʃ(ə)n
mentor: 'mentɔː(r)
menu: ˈmenjuː
mercantile: 'mɜːk(ə)ntaɪl
mercenary: 'mɜːsɪn(ə)rɪ
merchandise: 'mɝtʃəndaɪs
merchandising: 'mɜːtʃəndaɪzɪŋ
merchant: 'mɝtʃənt
merciful: 'mɝsɪfl
merciless: 'mə:silis
mercurial: mɝ'kjʊrɪəl
mercury: 'mɜːkjəri
mercy: 'mɜːsɪ
mere: mɪə(r)
merely: 'mɪəli
merge: mɜːdʒ
meridian: mə'rɪdɪən
merit: 'merɪt
meritorious: 'mɛrə'tɔrɪəs
mermaid: 'mɝmed
merriment: 'merimənt
merry: ˈmerɪ
mesh: meʃ
mesmerize: 'mɛzməraɪz
mesolithic: ˌmiːzə(ʊ)ˈlɪθɪk
mesopotamian: mˌɛsəpətˈeɪmiən
mesozoic: ,mesəu'zəuik; ,mez-
mesquite: 'meskiːt; me'skiːt
mess: mes
message: ˈmesɪdʒ
messenger: 'mɛsndʒɚ
messy: 'mɛsi
metabolic: ,mɛtə'bɑlɪk
metabolism: mɪ'tæbəlɪz(ə)m
metabolize: mɛ'tæbəlaɪz
metal: ˈmet(ə)l
metallic: mɪ'tælɪk
metallurgy: 'mɛtəlɝdʒi
metalwork: 'met(ə)lwɜːk
metalworker: mˈɛtəlwˌɝkɚ
metamorphic: 'mɛtə'mɔrfɪk
metaphor: 'metəfə; -fɔː
metaphorical: ˌmetə'fɒrɪkl
metaphysical: ,mɛtə'fɪzɪkl
metazoan: ,mɛtə'zoən
meteor: 'mitɪɚ
meteoric: ,miːtɪ'ɒrɪk
meteorite: 'mitɪəraɪt
meteoritic: ,mi:tiə'ritik
meteoroid: 'mitɪər,ɔɪd
meteorological: ,mitɪərə'lɑdʒɪkl
meteorologist: 'mitɪə'rɑlədʒɪst
meteorology: ,miːtɪə'rɒlədʒɪ
meter: 'mitɚr
methane: 'miːθeɪn
methanol: 'mɛθənɔl
method: 'mɛθəd
methodical: mə'θɑdɪkl
methodically: məˈθɑːdɪkli
methyl: 'mɪθɪl
meticulous: mə'tɪkjələs
meticulously: me'tikjuləsli
metre: ˈmitɚ
metric: 'metrɪk
metro: 'metrəu
metropolis: mə'trɑpəlɪs
metropolitan: metrə'pɒlɪt(ə)n
mexican: 'mɛksɪkən
mexico: 'mɛksɪko
miami: maɪˈæmi
miasma: maɪ'æzmɚ
miasmic: mai'æzmik
michigan: 'miʃigən
microbe: 'maɪkrəʊb
microbial: maɪ'krobɪəl
microbiologist: mˌaɪkroʊbiˈɑlədʒɪst
microbiology: ˌmaɪkrəubaɪ'ɒlədʒi
microcomputer: 'maɪkrokəm'pjʊtɚ
microcosm: 'maɪkrə(ʊ)kɒz(ə)m
microfilm: 'maɪkrə(ʊ)fɪlm
microfossil: mˈaɪkrˌoʊfˈɑsəl
micron: 'maɪkrɑn
micronesian: ,maikrəu'ni:ziən; -ʒən
micronutrient: ,maɪkro'njʊtrɪənt
microorganism: ,maɪkro'ɔrgən,ɪzəm
microphone: 'maɪkrə'fon
microprocessor: ˌmaɪkrəu'prəusesə(r)
microscope: 'maɪkrəskəup
microscopic: ,maɪkrə'skɑpɪk
microscopy: maɪ'krɑskəpi
microwave: 'maɪkrə'wev
midair: mɪd'ɛr
midcontinent: mɪdkˈɑntɪnənt
midday: ,mɪd'de
middle: ˈmɪd(ə)l
middleman: 'mɪdl'mæn
midlatitude: ˌmɪdˈlætɪtuːd
midnight: ˈmɪdnaɪt
midocean: ˌmɪdˈoʊʃən
midpoint: 'mɪd,pɔɪnt
midst: mɪdst
midterm: ,mɪd'tɝm
midway: 'mɪd'we
midwest: ,mid'west
midwestern: ˌmɪd'wɛstən
miff: mif
might: maɪt
mighty: 'maɪtɪ
migrant: 'maɪgrənt
migrate: maɪ'greɪt; 'maɪgreɪt
migration: maɪ'greɪʃn
migratory: 'maɪgrətri
mild: maɪld
mildew: 'mɪldjuː
mildly: 'maɪldli
mile: maɪl
milestone: 'maɪlstəun
milieu: mi'ljɜː
militant: 'mɪlɪt(ə)nt
militarily: mˌɪlətˈɛrəli
militaristic: ,mɪlɪtə'rɪstɪk
military: 'mɪlətri
milk: mɪlk
milkweed: 'mɪlk,wid
milky: 'mɪlki
mill: mɪl
millennium: mɪˈlɛnɪəm
millet: 'mɪlɪt
milligram: 'mɪlɪɡræm
millimeter: 'mɪləˌmitə
millimetre: 'mili,mi:tə
million: ˈmɪlɪən
millionaire: ,mɪljə'nɛr
mime: maɪm
mimetic: mɪ'mɛtɪk
mimic: 'mɪmɪk
mind: maɪnd
mine: maɪn
miner: 'maɪnɚ
mineral: 'mɪnərəl
mineralization: mˌɪnɚələzˈeɪʃən
mineralize: 'mɪnrəl,aɪz
mingle: 'mɪŋg(ə)l
miniature: ˈmɪniətʃɚ; ˈmɪnɪtʃɚ
minibus: ˈmɪnɪbʌs
minimal: 'mɪnɪm(ə)l
minimalist: 'mɪnɪmlɪst
minimise: 'mɪnɪmaɪz
minimize: 'mɪnɪmaɪz
minimum: 'mɪnɪməm
mining: 'maɪnɪŋ
miniskirt: 'mɪnɪ'skɝt
minister: 'mɪnɪstə
ministry: 'mɪnɪstri
minneapolis: ,mini'æpəlis
minnesota: ,mini'səutə
minnow: 'mɪno
minor: 'maɪnɚ
minority: maɪ'nɒrɪtɪ; mɪ-
minstrel: 'mɪnstrəl
mint: mɪnt
minus: ˈmaɪnəs
minuscule: 'mɪnəskjul
minute: ˈmɪnɪt
minutely: maɪ'njutlɪ
miocene: 'maiəusi:n
miracle: 'mɪrək(ə)l
miraculous: mɪ'rækjələs
mirage: 'mɪrɑːʒ; mɪ'rɑːʒ
mire: maɪə
mirror: ˈmɪrə(r)
misadventure: ,mɪsəd'vɛntʃɚ
misanthropy: mɪ'sænθrəpi
misappropriate: mɪsə'prəʊprɪeɪt
misbehave: ,mɪsbɪ'hev
misbehavior: ,mɪsbɪ'hevjɚ
miscalculation: ˌmɪskælkjʊ'leɪʃn
miscarriage: mɪs'kærɪdʒ; 'mɪskærɪdʒ
miscellaneous: ˌmɪsə'leɪniəs
mischance: mɪs'tʃɑːns
mischief: 'mɪstʃɪf
mischievous: 'mɪstʃɪvəs
misconceive: mɪskən'siːv
misconception: ˌmɪskən'sepʃn
miscount: ,mɪs'kaʊnt
miscreant: 'mɪskrɪənt
misdeed: mɪs'diːd
miser: 'maɪzɚ
miserable: 'mɪz(ə)rəb(ə)l
miserly: 'maizəli
misery: 'mɪz(ə)rɪ
misfortune: mɪs'fɔːtʃuːn; -tʃ(ə)n
misgiving: mɪs'gɪvɪŋ
misguide: mɪs'gaɪd
misguided: ,mɪs'ɡaɪdɪd
mishandle: ˌmɪs'hændl
mishap: 'mɪshæp
misinterpret: 'mɪsɪn'tɝprɪt
misjudge: ˌmɪs'dʒʌdʒ
mislead: 'mɪs'lid
misleading: ,mɪs'lidɪŋ
misled: mis'led
mismanage: 'mɪs'mænɪdʒ
mismanagement: mɪs'mænɪdʒmənt
mismatch: 'mɪsmætʃ
misnomer: ,mɪs'nomɚ
misrepresent: ,mɪsreprɪ'zent
miss: mɪs
missile: 'mɪsaɪl
missing: 'mɪsɪŋ
mission: 'mɪʃ(ə)n
missionary: 'mɪʃənɛri
mississippi: ˌmisiˈsipi
mississippian: ,mɪsə'sɪpɪən
missouri: mɪ'zʊri
misstate: mɪs'stet
misstep: ,mɪs'stɛp
mist: mɪst
mistake: mɪ'stek
mistaken: mɪ'stekən
mister: 'mɪstɚ
mistress: 'mɪstrəs
mistrust: ,mɪs'trʌst
misty: 'mɪsti
misunderstand: ,mɪsʌndɚ'stænd
misunderstanding: ,mɪsʌndɚ'stændɪŋ
misuse: mɪs'juːz
mite: maɪt
mitigate: 'mɪtɪgeɪt
mitten: 'mɪtn
mix: mɪks
mixer: 'mɪksɚ
mixture: 'mɪkstʃə(r)
mm: əm
moan: mon
moat: mot
mob: mɑb
mobile: ˈməubaɪl; (US) məubl
mobilise: 'məubilaiz
mobility: mo'bɪləti
mobilize: 'məʊbəlaɪz
moccasin: 'mɑkəsn
mock: mɒk
modal: 'modl
mode: məʊd
model: ˈmɔd(ə)l
modeling: 'mɑdlɪŋ
modem: 'məudem
moderate: 'mɒd(ə)rət
moderately: 'mɑdərətli
moderation: ˌmɒdə'reɪʃn
modern: ˈmɔd(ə)n
modernism: 'mɒdənɪzəm
modernist: 'mɑdɚnɪst
modernistic: ,mɑdɚ'nɪstɪk
modernity: mə'dɝnəti
modernization: ,mɑdɚnə'zeʃən
modernize: mɑdɚnˌaɪz
modest: 'mɒdɪst
modestly: mɑdɪstlɪ
modesty: 'mɑdəsti
modicum: 'mɑdɪkəm
modification: ˌmɒdɪfɪ'keɪʃn
modify: 'mɒdɪfaɪ
modish: 'məudɪʃ
modulate: 'mɑdʒəlet
modulation: ,mɑdʒu'leʃən
module: 'mɒdjuːl
modus: mˈoʊdəs
moist: mɒɪst
moisten: 'mɔɪsn
moisture: 'mɔɪstʃɚ
molasses: mə'læsɪz
mold: mold
molecular: mə'lɛkjəlɚ
molecule: 'mɒlɪkjuːl
molest: mə'lest
mollify: 'mɑlɪfaɪ
mollusk: 'mɔləsk
molt: molt
molten: 'məultən
mom: mɑm
moment: ˈməumənt
momentarily: ,momən'tɛrəli
momentary: 'moməntɛri
momentous: mə(ʊ)'mentəs
momentum: mə'mentəm
mommy: 'mɑmi
monarch: 'mɑnɚk
monarchy: 'mɒnəkɪ
monastery: 'mɑnəstɛri
monday: ˈmʌndeɪ, ˈmʌndɪ
monetary: 'mʌnɪt(ə)rɪ
money: ˈmʌnɪ
mongolia: mɔŋ'ɡəuliə; 'mɔn-
monition: məu'niʃən
monitor: ˈmɔnɪtə(r)
monk: mʌŋk
monkey: ˈmʌŋkɪ
monochromatic: ,mɑnəkrə'mætɪk
monochrome: 'mɑnəkrom
monocracy: mɔ'nɔkrəsi, məu-
monogamous: mə'nɑɡəməs
monogamy: mə'nɑɡəmi
monoid: 'mɔnɔid
monolithic: ,mɑnə'lɪθɪk
monologue: 'mɒn(ə)lɒg
monopolize: mə'nɑpə'laɪz
monopoly: mə'nɒp(ə)lɪ
monotone: 'mɑnəton
monotonous: mə'nɒt(ə)nəs
monotony: mə'nɑtəni
monoxide: mɔ'nɔksaid, mə-
monroe: mən'rəu
monsoon: mɒn'suːn
monster: 'mɒnstə
monstrous: 'mɒnstrəs
month: mʌnθ
monthly: 'mʌnθli
monument: ˈmɔnjumənt
monumental: ˌmɒnju'mentl
moo: mu
mood: muːd
moody: 'mudi
moon: muːn
moor: mɔː; mʊə
moose: mus
mop: mɑp
moped: 'məʊped
moraine: mə'ren
moral: 'mɒrəl
morale: mə'ræl
moralism: 'mɒr(ə)lɪz(ə)m
moralistic: ,mɔrə'lɪstɪk
morality: məˈræləti
moralize: 'mɔrəlaɪz
morally: 'mɔrəli
morass: mə'ræs
moratorium: ,mɔrə'tɔrɪəm
morbid: 'mɔːbɪd
mordacious: mɔ:'deiʃəs
mordent: 'mɔrdnt
more: mɔr
moreover: mɔːr'əʊvə
morgue: mɔrɡ
moribund: 'mɒrɪbʌnd
mormon: 'mɔ:mən
morning: ˈmɔːnɪŋ
morose: mə'ros
morphological: ,mɔrfə'lɑdʒəkəl
morphology: mɔr'fɑlədʒi
morris: 'mɔrɪs
mortal: 'mɔːt(ə)l
mortality: mɔː'tæləti
mortar: 'mɔrtɚ
mortgage: 'mɔːgɪdʒ
mortify: 'mɔrtɪfaɪ
mortise: 'mɔrtɪs
mosaic: mə(ʊ)'zeɪɪk
moscow: ˈmɑsˌkaʊ
moslem: 'mɑzləm
mosque: mɑsk
mosquito: mə'skiːtəu
moss: mɒs
most: məʊst
mostly: 'mostli
mote: məʊt
motel: məʊ'tel
moth: mɔθ
mother: ˈmʌðə(r)
motherland: 'mʌðɚlænd
motif: məʊ'tiːf
motion: 'məʊʃ(ə)n
motionless: 'moʃnləs
motivate: 'məʊtɪveɪt
motivation: ,motə'veʃən
motivational: ˌməutɪ'veɪʃnl
motive: 'məutɪv
motley: 'mɑtli
motor: ˈməʊtə(r)
motorbike: ˈməʊtəbaɪk
motorcycle: 'məʊtəsaikl
motorway: 'motɚwe
mottle: 'mɑtl
mottled: 'mɑtld
motto: 'mɒtəʊ
mould: məʊld
mouldy: 'moldi
mound: maʊnd
mount: maʊnt
mountain: ˈmaʊntn
mountainous: 'mauntənəs
mountainside: 'maʊntənsaɪd
mourn: mɔːn
mournful: 'mɔrnfl
mouse: maʊs
moustache: mə'stɑːʃ
mouth: maʊθ
mouthful: 'maʊθ'fʊl
movable: 'mʊvəbl
move: muːv
movement: ˈmuːvmənt
movie: ˈmuːvɪ
mow: mo
mr.: 'mɪstə(r)
much: mʌtʃ
mucous: 'mjuːkəs
mud: mʌd
muddle: 'mʌd(ə)l
muddy: 'mʌdi
mudflats: ´mʌdflæt
mudstone: 'mʌd,ston
muffle: 'mʌfl
mug: mʌɡ
muggy: 'mʌɡi
mule: mjul
multicellular: ,mʌlti'sɛljəlɚ; ,mʌltaɪsɛljəlɚ
multicultural: 'mʌltɪ'kʌltʃərəl
multidirectional: ,mʌltɪdaɪ'rɛkʃənəl
multifaceted: ,mʌltɪ'fæsɪtɪd
multiform: 'mʌltifɔ:m
multifunctional: mˌʌltifˈʌŋkʃˌʌnəl
multilateral: mʌltɪ'læt(ə)r(ə)l
multinational: ˌmʌlti'næʃnəl
multiple: 'mʌltɪpl
multiplication: 'mʌltəplə'keʃən
multiplicative: 'mʌltɪplɪketɪv
multiplicity: ,mʌltɪ'plɪsəti
multiply: ˈmʌltɪplaɪ
multipurpose: mˌʌltipˈɝpəs
multistory: mˈʌltistˌɔri
multitude: 'mʌltɪtjuːd
multivolume: ,mʌlti'vɔlju:m
mundane: 'mʌndeɪn; mʌn'deɪn
municipal: mjʊ'nɪsɪp(ə)l
munificence: mjuː'nɪfɪsns
munificent: mju'nɪfɪsnt
mural: 'mjʊrəl
murder: ˈmɜːdə(r)
murderer: 'mɝdərɚ
murderous: 'mɝdərəs
murky: 'mɜːki
murmur: 'mɜːmə
muscle: 'mʌsl
muscular: 'mʌskjʊlə
muscularly: ˈmʌskjələrli
muse: mjuz
museum: mjuːˈzɪəm
mushroom: 'mʌʃruːm; -rʊm
music: ˈmjuːzɪk
musical: 'mjuzɪkl
musician: mjʊ'zɪʃən
musicologist: mjˌuzɪkˈɑlədʒəst
mussel: 'mʌsl
must: mʌst
mustard: 'mʌstɚd
muster: 'mʌstə
mutation: mjuː'teɪʃ(ə)n
mute: mjut
mutilate: 'mjʊtl'et
mutoscope: 'mju:təskəup
mutter: 'mʌtə
mutton: ˈmʌt(ə)n
mutual: 'mjuːtʃʊəl; -tjʊəl
mutualism: ˈmjuːtʃʊəˌlɪzəm
mutually: 'mjutʃuəli
my: maɪ
mycology: maɪ'kɑlədʒi
myopia: maɪ'opɪə
myopic: maɪ'ɑpɪk
myriad: 'mɪrɪəd
myself: maɪˈself
mysterious: mɪ'stɪəriəs
mysteriously: mɪs'tɪrɪəsli
mystery: ˈmɪstri
mystical: 'mɪstɪkl
mystify: 'mɪstə'fai
mystique: mɪ'stik
myth: mɪθ
mythical: 'mɪθɪkl
mythological: ,mɪθə'lɑdʒɪkl
mythology: mɪ'θɒlədʒɪ
myxoma: mɪk'somə
nadir: 'nedɪr
nail: neɪl
naive: naɪ'iːv
naked: 'neɪkɪd
name: neɪm
namely: 'neɪmlɪ
nap: næp
napkin: 'næpkɪn
narcissism: 'nɑrsɪ'sɪzəm
narcissistic: ,nɑrsɪ'sɪstɪk
narcosis: nɑː'kəʊsɪs
narcotic: nɑː'kɒtɪk
narrate: næret
narration: nə'reʃən
narrative: 'nærətɪv
narrator: nə'reɪtə(r)
narrow: ˈnærəʊ
narrower: nˈɛroʊɚ
narrowly: 'næroli
nascent: 'næsnt
nasty: 'nɑːstɪ
natal: 'neɪt(ə)l
nation: ˈneɪʃ(ə)n
national: ˈnæʃən(ə)l
nationalism: 'næʃnəlɪzəm
nationalistic: ,næʃnə'lɪstɪk
nationality: ˌnæʃə'næləti
nationally: nˈæʃənəli
nationwide: ,neʃn'waɪd
native: 'neɪtɪv
natural: ˈnætʃər(ə)l
naturalism: 'nætʃrəlɪzəm
naturalist: 'nætʃrəlɪst
naturalistic: ,nætʃrə'lɪstɪk
naturally: 'nætʃrəli
nature: ˈneɪtʃə(r)
naught: nɔːt
naughty: 'nɔti
nausea: ˈnɔ:ziə
nauseate: 'nɔzɪet
nauseous: 'nɔʃəs
nautical: 'nɔːtɪk(ə)l
naval: 'neɪv(ə)l
navigable: 'nævɪgəb(ə)l
navigate: 'nævə'get
navigation: nævɪ'geɪʃ(ə)n
navigational: ,nævə'geʃənəl
navigator: 'nævɪɡetɚ
navy: 'nevi
neanderthal: ni'ændətɑ:l; -θɔ:l
near: nɪə(r)
nearby: ˈnɪəbaɪ
nearly: ˈnɪəlɪ
nearness: 'niənis
neat: niːt
neatness: nˈitnəs
nebula: 'nɛbjələ
nebular: 'nebjulə
nebulous: 'nɛbjələs
necessarily: 'nesəsərəli; ˌnesə'serəli
necessary: ˈnesisərɪ; (US) ˈnesəserɪ
necessitate: nɪ'sesɪteɪt
necessity: nə'sesəti
neck: nek
necklace: ˈneklɪs
necktie: ˈnektaɪ
necrosis: nɛ'krosɪs
nectar: 'nɛktɚ
need: niːd
needle: niːd(ə)l
needlefish: 'nidl,fɪʃ
needlelike: nˈidəllˌaɪk
needless: 'nidləs
needlework: 'nidlwɝk
needy: 'nidi
nefarious: ni'fεəriəs
negate: nɪˈɡet
negation: nɪ'geɪʃ(ə)n
negative: 'negətɪv
neglect: nɪ'glekt
negligence: 'neglɪdʒ(ə)ns
negligent: 'nɛɡlɪdʒənt
negligible: 'neglɪdʒɪb(ə)l
negligibly: 'neglɪdʒəbli
negotiable: nɪ'gəʊʃəb(ə)l; -ʃɪə-
negotiate: nɪ'gəuʃieɪt
negotiation: nɪ,ɡoʃɪ'eʃən
negro: 'nigro
neighbor: 'nebɚ
neighborhood: 'nebɚ,hʊd
neighbour: 'neɪbə(r); 'neɪbɚ
neighbourhood: nebɚˌhʊd
neighbouring: 'neibəriŋ
neither: ˈnaɪðə(r), ˈniːðə(r)
nemesis: 'neməsɪs
neoclassical: ˌniːəu'klæsɪkl
neolithic: ˌniəˈlɪθɪk
neologism: nɪ'ɑlədʒɪzəm
neology: ni'ɑlədʒi
neon: 'niɑn
neonate: 'nionet
neophyte: 'niəfaɪt
nephew: 'nɛfju
neptune: 'nɛptjun
nerve: nɜːv
nervous: ˈnəːvəs
nest: nest
nestle: 'nɛsl
nestling: 'nɛstlɪŋ
net: net
netherland: nˈɛðɚlənd
netherlands: 'neðələndz
nettle: 'nɛtl
network: ˈnetwəːk
neural: 'nʊrəl
neurilemmal: ˌnʊrɪˈlɛməl
neuroglia: njʊ'rɑglɪə
neuron: 'nʊrɑn
neurosis: ,njʊə'rəʊsɪs
neurospora: njuə'rɔspərə, ,njuərəu'spɔ:rə
neurotic: njʊə'rɒtɪk
neurotransmitter: 'nʊrotrænzmɪtɚ
neutral: 'njuːtrəl
neutrality: nu'træləti
neutralization: ˌnjutrələˈzeʃən
